date,brand,close_price
2024-07-01,Nike,71.8743896484375
2024-07-08,Nike,69.9591293334961
2024-07-15,Nike,69.2730712890625
2024-07-22,Nike,69.1396713256836
2024-07-29,Nike,70.52133178710938
2024-08-05,Nike,70.83575439453125
2024-08-12,Nike,79.30672454833984
2024-08-19,Nike,80.08806610107422
2024-08-26,Nike,79.39246368408203
2024-09-02,Nike,77.17196655273438
2024-09-09,Nike,75.62145233154297
2024-09-16,Nike,82.80935668945312
2024-09-23,Nike,85.6041259765625
2024-09-30,Nike,78.72248840332031
2024-10-07,Nike,78.62678527832031
2024-10-14,Nike,79.36375427246094
2024-10-21,Nike,75.46830749511719
2024-10-28,Nike,74.71218872070312
2024-11-04,Nike,72.62568664550781
2024-11-11,Nike,73.37224578857422
2024-11-18,Nike,74.08049011230469
2024-11-25,Nike,75.39173126220703
2024-12-02,Nike,75.89197540283203
2024-12-09,Nike,74.3143081665039
2024-12-16,Nike,74.01608276367188
2024-12-23,Nike,73.51583862304688
2024-12-30,Nike,70.5240249633789
2025-01-06,Nike,68.49420928955078
2025-01-13,Nike,68.14789581298828
2025-01-20,Nike,70.7741470336914
2025-01-27,Nike,73.97760009765625
2025-02-03,Nike,66.06997680664062
2025-02-10,Nike,70.26428985595703
2025-02-17,Nike,73.59281158447266
2025-02-24,Nike,76.41146087646484
2025-03-03,Nike,75.98603057861328
2025-03-10,Nike,69.28565979003906
2025-03-17,Nike,65.68890380859375
2025-03-24,Nike,61.1929817199707
2025-03-31,Nike,55.35310363769531
2025-04-07,Nike,52.58786392211914
2025-04-14,Nike,53.912471771240234
2025-04-21,Nike,55.710845947265625
2025-04-28,Nike,56.64870834350586
2025-05-05,Nike,56.368316650390625
2025-05-12,Nike,61.018943786621094
2025-05-19,Nike,58.03133010864258
2025-05-26,Nike,58.58243942260742
2025-06-02,Nike,61.12273025512695
2025-06-09,Nike,58.91335678100586
2025-06-16,Nike,58.1931266784668
2025-06-23,Nike,70.1159439086914
2025-06-30,Nike,74.34976196289062
2025-07-07,Nike,70.690185546875
2025-07-14,Nike,70.53446197509766
2025-07-21,Nike,74.23297119140625
2025-07-28,Nike,72.62704467773438
2025-08-04,Nike,72.20853424072266
2025-08-11,Nike,74.91427612304688
2025-08-18,Nike,76.28661346435547
2025-08-25,Nike,75.30359649658203
2025-09-01,Nike,72.30984497070312
2025-09-08,Nike,71.41954040527344
2025-09-15,Nike,69.35523223876953
2025-09-22,Nike,67.80943298339844
2025-09-29,Nike,70.37271118164062
2025-10-06,Nike,63.807987213134766
2025-10-13,Nike,65.91143035888672
2025-10-20,Nike,67.61376953125
2025-10-27,Nike,63.191619873046875
2025-11-03,Nike,59.76739501953125
2025-11-10,Nike,62.78071212768555
2025-11-17,Nike,61.44037628173828
2025-11-24,Nike,63.23075866699219
2025-12-01,Nike,64.84549713134766
2025-12-08,Nike,66.43069458007812
2025-12-15,Nike,57.805633544921875
2025-12-22,Nike,59.99143600463867
2025-12-29,Nike,62.30523681640625
2026-01-05,Nike,64.9045639038086
2026-01-12,Nike,63.38829040527344
2026-01-19,Nike,64.03812408447266
2026-01-26,Nike,60.857879638671875
2026-02-02,Nike,62.93537521362305
2026-02-09,Nike,62.15755081176758
2026-02-16,Nike,64.39258575439453
2026-02-23,Nike,61.2221794128418
2026-03-02,Nike,56.50439453125
2026-03-09,Nike,53.50126647949219
2026-03-16,Nike,51.90554428100586
2026-03-23,Nike,50.91441345214844
2026-03-30,Nike,43.798091888427734
2026-04-06,Nike,42.24201583862305
2026-04-13,Nike,45.62177276611328
2026-04-20,Nike,44.29365539550781
2026-04-27,Nike,44.00623321533203
2026-05-04,Nike,43.74853515625
2026-05-11,Nike,41.50857925415039
2026-05-18,Nike,44.273834228515625
2026-05-25,Nike,45.81999969482422
2026-06-01,Nike,42.97999954223633
2026-06-08,Nike,44.93000030517578
2026-06-15,Nike,45.20000076293945
2026-06-22,Nike,40.75
2026-06-29,Nike,44.09000015258789
2026-07-06,Nike,44.369998931884766
2026-07-13,Nike,43.7599983215332
2026-07-20,Nike,41.70000076293945
2026-07-27,Nike,41.709999084472656
2026-08-03,Nike,41.70000076293945
2026-08-10,Nike,42.11000061035156
2021-08-09,LVMH,644.2490844726562
2021-08-16,LVMH,562.7421875
2021-08-23,LVMH,565.555908203125
2021-08-30,LVMH,576.26611328125
2021-09-06,LVMH,602.224853515625
2021-09-13,LVMH,572.726318359375
2021-09-20,LVMH,583.52734375
2021-09-27,LVMH,571.8186645507812
2021-10-04,LVMH,569.7311401367188
2021-10-11,LVMH,603.4048461914062
2021-10-18,LVMH,605.6738891601562
2021-10-25,LVMH,614.65966796875
2021-11-01,LVMH,643.4320678710938
2021-11-08,LVMH,656.1392211914062
2021-11-15,LVMH,665.7603149414062
2021-11-22,LVMH,628.0928344726562
2021-11-29,LVMH,624.4261474609375
2021-12-06,LVMH,647.2154541015625
2021-12-13,LVMH,637.1881103515625
2021-12-20,LVMH,653.9611206054688
2021-12-27,LVMH,662.7122192382812
2022-01-03,LVMH,652.5025634765625
2022-01-10,LVMH,615.6751708984375
2022-01-17,LVMH,635.5474853515625
2022-01-24,LVMH,653.0494995117188
2022-01-31,LVMH,643.6603393554688
2022-02-07,LVMH,624.4261474609375
2022-02-14,LVMH,625.6112060546875
2022-02-21,LVMH,607.6532592773438
2022-02-28,LVMH,526.705810546875
2022-03-07,LVMH,542.293701171875
2022-03-14,LVMH,582.8585205078125
2022-03-21,LVMH,570.6435546875
2022-03-28,LVMH,592.1566162109375
2022-04-04,LVMH,575.8394165039062
2022-04-11,LVMH,583.4054565429688
2022-04-18,LVMH,583.0408325195312
2022-04-25,LVMH,571.213623046875
2022-05-02,LVMH,518.103271484375
2022-05-09,LVMH,535.9910278320312
2022-05-16,LVMH,513.2161865234375
2022-05-23,LVMH,547.1480102539062
2022-05-30,LVMH,561.6242065429688
2022-06-06,LVMH,528.2457275390625
2022-06-13,LVMH,502.2437744140625
2022-06-20,LVMH,541.6156616210938
2022-06-27,LVMH,534.7923583984375
2022-07-04,LVMH,559.5956420898438
2022-07-11,LVMH,560.9788208007812
2022-07-18,LVMH,585.2288208007812
2022-07-25,LVMH,622.3876342773438
2022-08-01,LVMH,629.0264892578125
2022-08-08,LVMH,640.3677978515625
2022-08-15,LVMH,643.8715209960938
2022-08-22,LVMH,616.8554077148438
2022-08-29,LVMH,594.357177734375
2022-09-05,LVMH,601.4569091796875
2022-09-12,LVMH,589.6546020507812
2022-09-19,LVMH,556.1840209960938
2022-09-26,LVMH,562.8228759765625
2022-10-03,LVMH,570.014892578125
2022-10-10,LVMH,576.4692993164062
2022-10-17,LVMH,582.2781982421875
2022-10-24,LVMH,598.6908569335938
2022-10-31,LVMH,614.2736206054688
2022-11-07,LVMH,651.15576171875
2022-11-14,LVMH,643.7794189453125
2022-11-21,LVMH,645.62353515625
2022-11-28,LVMH,664.0497436523438
2022-12-05,LVMH,668.6915283203125
2022-12-12,LVMH,644.0902099609375
2022-12-19,LVMH,625.5231323242188
2022-12-26,LVMH,631.1861572265625
2023-01-02,LVMH,695.1495361328125
2023-01-09,LVMH,729.0343017578125
2023-01-16,LVMH,726.7135620117188
2023-01-23,LVMH,743.6094970703125
2023-01-30,LVMH,769.9747314453125
2023-02-06,LVMH,740.4530639648438
2023-02-13,LVMH,759.7626953125
2023-02-20,LVMH,721.6076049804688
2023-02-27,LVMH,756.69921875
2023-03-06,LVMH,745.0948486328125
2023-03-13,LVMH,730.8909912109375
2023-03-20,LVMH,755.1210327148438
2023-03-27,LVMH,783.8999633789062
2023-04-03,LVMH,769.6961669921875
2023-04-10,LVMH,828.8322143554688
2023-04-17,LVMH,836.5374145507812
2023-04-24,LVMH,814.918212890625
2023-05-01,LVMH,820.4383544921875
2023-05-08,LVMH,828.3911743164062
2023-05-15,LVMH,818.0057983398438
2023-05-22,LVMH,789.1889038085938
2023-05-29,LVMH,777.4003295898438
2023-06-05,LVMH,767.2020263671875
2023-06-12,LVMH,812.6728515625
2023-06-19,LVMH,776.6517944335938
2023-06-26,LVMH,807.4334716796875
2023-07-03,LVMH,772.25439453125
2023-07-10,LVMH,834.8467407226562
2023-07-17,LVMH,812.0178833007812
2023-07-24,LVMH,787.0370483398438
2023-07-31,LVMH,763.4595947265625
2023-08-07,LVMH,767.5763549804688
2023-08-14,LVMH,726.877197265625
2023-08-21,LVMH,734.736328125
2023-08-28,LVMH,725.8479614257812
2023-09-04,LVMH,692.3530883789062
2023-09-11,LVMH,712.18798828125
2023-09-18,LVMH,685.1488647460938
2023-09-25,LVMH,670.2725830078125
2023-10-02,LVMH,682.71630859375
2023-10-09,LVMH,618.0654907226562
2023-10-16,LVMH,621.2465209960938
2023-10-23,LVMH,618.8139038085938
2023-10-30,LVMH,657.5482788085938
2023-11-06,LVMH,642.8590698242188
2023-11-13,LVMH,665.78173828125
2023-11-20,LVMH,661.3843383789062
2023-11-27,LVMH,654.18017578125
2023-12-04,LVMH,696.99365234375
2023-12-11,LVMH,705.7638549804688
2023-12-18,LVMH,695.6734619140625
2023-12-25,LVMH,691.8069458007812
2024-01-01,LVMH,649.6536865234375
2024-01-08,LVMH,631.7360229492188
2024-01-15,LVMH,621.8341674804688
2024-01-22,LVMH,729.0567626953125
2024-01-29,LVMH,733.7717895507812
2024-02-05,LVMH,761.4969482421875
2024-02-12,LVMH,769.3240966796875
2024-02-19,LVMH,801.6699829101562
2024-02-26,LVMH,798.1808471679688
2024-03-04,LVMH,796.766357421875
2024-03-11,LVMH,813.1749877929688
2024-03-18,LVMH,781.3948364257812
2024-03-25,LVMH,786.204345703125
2024-04-01,LVMH,754.235595703125
2024-04-08,LVMH,736.6953125
2024-04-15,LVMH,751.2178955078125
2024-04-22,LVMH,754.1673583984375
2024-04-29,LVMH,744.4569702148438
2024-05-06,LVMH,750.5497436523438
2024-05-13,LVMH,745.5994262695312
2024-05-20,LVMH,713.9932861328125
2024-05-27,LVMH,699.6182250976562
2024-06-03,LVMH,725.8931884765625
2024-06-10,LVMH,677.2464599609375
2024-06-17,LVMH,682.8631591796875
2024-06-24,LVMH,679.3408203125
2024-07-01,LVMH,682.0064086914062
2024-07-08,LVMH,690.0031127929688
2024-07-15,LVMH,647.1635131835938
2024-07-22,LVMH,631.2652587890625
2024-07-29,LVMH,600.2304077148438
2024-08-05,LVMH,605.46630859375
2024-08-12,LVMH,626.5052490234375
2024-08-19,LVMH,648.4010620117188
2024-08-26,LVMH,641.9275512695312
2024-09-02,LVMH,582.6185302734375
2024-09-09,LVMH,578.9057006835938
2024-09-16,LVMH,563.4835205078125
2024-09-23,LVMH,669.6304931640625
2024-09-30,LVMH,630.1229248046875
2024-10-07,LVMH,621.745361328125
2024-10-14,LVMH,593.2808227539062
2024-10-21,LVMH,596.8983764648438
2024-10-28,LVMH,581.66650390625
2024-11-04,LVMH,569.6715087890625
2024-11-11,LVMH,558.15234375
2024-11-18,LVMH,555.0108032226562
2024-11-25,LVMH,564.0546264648438
2024-12-02,LVMH,605.7582397460938
2024-12-09,LVMH,614.0220336914062
2024-12-16,LVMH,603.548095703125
2024-12-23,LVMH,610.7549438476562
2024-12-30,LVMH,587.40478515625
2025-01-06,LVMH,619.7875366210938
2025-01-13,LVMH,663.1245727539062
2025-01-20,LVMH,705.4046630859375
2025-01-27,LVMH,676.0007934570312
2025-02-03,LVMH,657.4552612304688
2025-02-10,LVMH,685.1294555664062
2025-02-17,LVMH,674.9437866210938
2025-02-24,LVMH,667.737060546875
2025-03-03,LVMH,609.89013671875
2025-03-10,LVMH,581.4472045898438
2025-03-17,LVMH,578.9487915039062
2025-03-24,LVMH,564.1507568359375
2025-03-31,LVMH,509.2827453613281
2025-04-07,LVMH,503.90167236328125
2025-04-14,LVMH,466.61834716796875
2025-04-21,LVMH,486.596923828125
2025-04-28,LVMH,483.7191162109375
2025-05-05,LVMH,483.6215515136719
2025-05-12,LVMH,491.5721435546875
2025-05-19,LVMH,467.2813415527344
2025-05-26,LVMH,466.5496826171875
2025-06-02,LVMH,459.7209167480469
2025-06-09,LVMH,450.1119079589844
2025-06-16,LVMH,438.9420471191406
2025-06-23,LVMH,438.30792236328125
2025-06-30,LVMH,465.67169189453125
2025-07-07,LVMH,475.76849365234375
2025-07-14,LVMH,461.1842346191406
2025-07-21,LVMH,476.7440490722656
2025-07-28,LVMH,450.35577392578125
2025-08-04,LVMH,450.0631408691406
2025-08-11,LVMH,464.4522705078125
2025-08-18,LVMH,482.9874572753906
2025-08-25,LVMH,491.7672424316406
2025-09-01,LVMH,484.10931396484375
2025-09-08,LVMH,478.64630126953125
2025-09-15,LVMH,498.1082458496094
2025-09-22,LVMH,503.0834655761719
2025-09-29,LVMH,539.5684204101562
2025-10-06,LVMH,532.6422119140625
2025-10-13,LVMH,590.881591796875
2025-10-20,LVMH,597.5152587890625
2025-10-27,LVMH,597.125
2025-11-03,LVMH,588.4428100585938
2025-11-10,LVMH,621.4158935546875
2025-11-17,LVMH,607.7584228515625
2025-11-24,LVMH,619.9525756835938
2025-12-01,LVMH,618.0223999023438
2025-12-08,LVMH,614.480224609375
2025-12-15,LVMH,621.564697265625
2025-12-22,LVMH,621.958251953125
2025-12-29,LVMH,631.5026245117188
2026-01-05,LVMH,641.6373291015625
2026-01-12,LVMH,599.4257202148438
2026-01-19,LVMH,581.9113159179688
2026-01-26,LVMH,538.1253051757812
2026-02-02,LVMH,527.596923828125
2026-02-09,LVMH,505.9499206542969
2026-02-16,LVMH,545.8001098632812
2026-02-23,LVMH,535.3701782226562
2026-03-02,LVMH,494.1424560546875
2026-03-09,LVMH,466.0997314453125
2026-03-16,LVMH,450.6024475097656
2026-03-23,LVMH,448.4377136230469
2026-03-30,LVMH,463.4922180175781
2026-04-06,LVMH,475.5456848144531
2026-04-13,LVMH,491.3873596191406
2026-04-20,LVMH,464.0826110839844
2026-04-27,LVMH,451.3999938964844
2026-05-04,LVMH,472.70001220703125
2026-05-11,LVMH,455.6000061035156
2026-05-18,LVMH,472.6000061035156
2026-05-25,LVMH,473.04998779296875
2026-06-01,LVMH,479.04998779296875
2026-06-08,LVMH,510.6000061035156
2026-06-15,LVMH,499.25
2026-06-22,LVMH,495.75
2026-06-29,LVMH,495.70001220703125
2026-07-06,LVMH,489.8999938964844
2026-07-13,LVMH,495.1000061035156
2026-07-20,LVMH,461.70001220703125
2026-07-27,LVMH,473.29998779296875
2026-08-03,LVMH,480.0
2026-08-10,LVMH,482.6000061035156
2021-08-09,Kering,690.0467529296875
2021-08-16,Kering,570.7383422851562
2021-08-23,Kering,584.8209838867188
2021-08-30,Kering,597.6788330078125
2021-09-06,Kering,609.137451171875
2021-09-13,Kering,557.3555297851562
2021-09-20,Kering,554.3815307617188
2021-09-27,Kering,548.6961669921875
2021-10-04,Kering,548.4337158203125
2021-10-11,Kering,584.9959106445312
2021-10-18,Kering,565.140380859375
2021-10-25,Kering,566.9771728515625
2021-11-01,Kering,577.2111206054688
2021-11-08,Kering,592.8681030273438
2021-11-15,Kering,627.0687866210938
2021-11-22,Kering,582.109375
2021-11-29,Kering,598.291259765625
2021-12-06,Kering,612.7236938476562
2021-12-13,Kering,603.3644409179688
2021-12-20,Kering,600.915283203125
2021-12-27,Kering,618.3218383789062
2022-01-03,Kering,627.5059814453125
2022-01-10,Kering,584.9725952148438
2022-01-17,Kering,587.8732299804688
2022-01-24,Kering,569.4141845703125
2022-01-31,Kering,573.2819213867188
2022-02-07,Kering,544.8023681640625
2022-02-14,Kering,585.9393310546875
2022-02-21,Kering,561.3275146484375
2022-02-28,Kering,491.00775146484375
2022-03-07,Kering,489.6892395019531
2022-03-14,Kering,531.353759765625
2022-03-21,Kering,511.8399353027344
2022-03-28,Kering,505.68701171875
2022-04-04,Kering,484.591064453125
2022-04-11,Kering,469.2085876464844
2022-04-18,Kering,465.1652526855469
2022-04-25,Kering,451.0133361816406
2022-05-02,Kering,409.3944396972656
2022-05-09,Kering,411.3614196777344
2022-05-16,Kering,402.64422607421875
2022-05-23,Kering,437.2000427246094
2022-05-30,Kering,465.8102722167969
2022-06-06,Kering,456.3330993652344
2022-06-13,Kering,430.8074645996094
2022-06-20,Kering,449.2699279785156
2022-06-27,Kering,435.6353759765625
2022-07-04,Kering,447.9288330078125
2022-07-11,Kering,444.26318359375
2022-07-18,Kering,475.01922607421875
2022-07-25,Kering,497.90740966796875
2022-08-01,Kering,486.01617431640625
2022-08-08,Kering,501.5729675292969
2022-08-15,Kering,498.98016357421875
2022-08-22,Kering,472.8734130859375
2022-08-29,Kering,443.5479431152344
2022-09-05,Kering,466.8831481933594
2022-09-12,Kering,441.8044738769531
2022-09-19,Kering,426.6500549316406
2022-09-26,Kering,409.9756164550781
2022-10-03,Kering,401.8842468261719
2022-10-10,Kering,400.54315185546875
2022-10-17,Kering,405.9969787597656
2022-10-24,Kering,414.6247863769531
2022-10-31,Kering,450.0745849609375
2022-11-07,Kering,486.01617431640625
2022-11-14,Kering,492.72174072265625
2022-11-21,Kering,487.5361328125
2022-11-28,Kering,500.41070556640625
2022-12-05,Kering,468.04541015625
2022-12-12,Kering,439.0328674316406
2022-12-19,Kering,421.9561462402344
2022-12-26,Kering,425.1300964355469
2023-01-02,Kering,471.71112060546875
2023-01-09,Kering,503.8975830078125
2023-01-16,Kering,479.1128234863281
2023-01-23,Kering,502.6358337402344
2023-01-30,Kering,539.49755859375
2023-02-06,Kering,504.2580871582031
2023-02-13,Kering,531.7467651367188
2023-02-20,Kering,499.1208801269531
2023-02-27,Kering,520.3908081054688
2023-03-06,Kering,516.9658813476562
2023-03-13,Kering,493.0824279785156
2023-03-20,Kering,523.1846923828125
2023-03-27,Kering,540.7593994140625
2023-04-03,Kering,500.56298828125
2023-04-10,Kering,519.1289672851562
2023-04-17,Kering,520.9315795898438
2023-04-24,Kering,522.4636840820312
2023-05-01,Kering,514.400390625
2023-05-08,Kering,499.73992919921875
2023-05-15,Kering,490.30218505859375
2023-05-22,Kering,474.3589172363281
2023-05-29,Kering,464.2798156738281
2023-06-05,Kering,462.447265625
2023-06-12,Kering,483.521728515625
2023-06-19,Kering,460.1565856933594
2023-06-26,Kering,463.2719421386719
2023-07-03,Kering,437.6160583496094
2023-07-10,Kering,458.1407165527344
2023-07-17,Kering,495.9831848144531
2023-07-24,Kering,486.7287292480469
2023-07-31,Kering,471.42681884765625
2023-08-07,Kering,473.80908203125
2023-08-14,Kering,451.3602600097656
2023-08-21,Kering,446.77886962890625
2023-08-28,Kering,447.87835693359375
2023-09-04,Kering,430.3774108886719
2023-09-11,Kering,429.82763671875
2023-09-18,Kering,421.9018249511719
2023-09-25,Kering,395.741943359375
2023-10-02,Kering,389.74029541015625
2023-10-09,Kering,372.7432861328125
2023-10-16,Kering,369.07818603515625
2023-10-23,Kering,351.3939514160156
2023-10-30,Kering,373.1556396484375
2023-11-06,Kering,360.19024658203125
2023-11-13,Kering,370.45257568359375
2023-11-20,Kering,372.4226379394531
2023-11-27,Kering,360.0069885253906
2023-12-04,Kering,379.15728759765625
2023-12-11,Kering,382.8681945800781
2023-12-18,Kering,364.49676513671875
2023-12-25,Kering,365.5963134765625
2024-01-01,Kering,346.72088623046875
2024-01-08,Kering,336.0003967285156
2024-01-15,Kering,325.1466979980469
2024-01-22,Kering,356.9656066894531
2024-01-29,Kering,349.3587646484375
2024-02-05,Kering,383.2185974121094
2024-02-12,Kering,397.13360595703125
2024-02-19,Kering,394.8607482910156
2024-02-26,Kering,393.2837829589844
2024-03-04,Kering,387.2075500488281
2024-03-11,Kering,395.3246154785156
2024-03-18,Kering,332.15057373046875
2024-03-25,Kering,339.8502197265625
2024-04-01,Kering,336.5569763183594
2024-04-08,Kering,325.1466979980469
2024-04-15,Kering,314.57135009765625
2024-04-22,Kering,313.5045471191406
2024-04-29,Kering,313.818603515625
2024-05-06,Kering,317.5437927246094
2024-05-13,Kering,317.16168212890625
2024-05-20,Kering,317.5437927246094
2024-05-27,Kering,302.9775695800781
2024-06-03,Kering,313.3888244628906
2024-06-10,Kering,288.9366455078125
2024-06-17,Kering,305.7475280761719
2024-06-24,Kering,323.3224792480469
2024-07-01,Kering,320.0271911621094
2024-07-08,Kering,323.9911193847656
2024-07-15,Kering,300.9239501953125
2024-07-22,Kering,271.45721435546875
2024-07-29,Kering,260.186279296875
2024-08-05,Kering,243.1365966796875
2024-08-12,Kering,243.08885192871094
2024-08-19,Kering,248.3422393798828
2024-08-26,Kering,247.38705444335938
2024-09-02,Kering,225.65713500976562
2024-09-09,Kering,218.73219299316406
2024-09-16,Kering,215.1503448486328
2024-09-23,Kering,254.88510131835938
2024-09-30,Kering,225.9436798095703
2024-10-07,Kering,228.42710876464844
2024-10-14,Kering,227.3764190673828
2024-10-21,Kering,224.41539001464844
2024-10-28,Kering,220.35597229003906
2024-11-04,Kering,211.09091186523438
2024-11-11,Kering,212.71469116210938
2024-11-18,Kering,200.67962646484375
2024-11-25,Kering,210.85211181640625
2024-12-02,Kering,227.5196990966797
2024-12-09,Kering,233.10739135742188
2024-12-16,Kering,223.6990509033203
2024-12-23,Kering,227.28089904785156
2024-12-30,Kering,214.29071044921875
2025-01-06,Kering,217.5860137939453
2025-01-13,Kering,233.87486267089844
2025-01-20,Kering,248.90762329101562
2025-01-27,Kering,244.23397827148438
2025-02-03,Kering,232.81488037109375
2025-02-10,Kering,269.81854248046875
2025-02-17,Kering,266.9276428222656
2025-02-24,Kering,261.2421875
2025-03-03,Kering,239.94580078125
2025-03-10,Kering,215.42120361328125
2025-03-17,Kering,199.28028869628906
2025-03-24,Kering,191.99517822265625
2025-03-31,Kering,164.64715576171875
2025-04-07,Kering,161.91041564941406
2025-04-14,Kering,158.49913024902344
2025-04-21,Kering,168.15478515625
2025-04-28,Kering,178.003173828125
2025-05-05,Kering,175.2452392578125
2025-05-12,Kering,175.83624267578125
2025-05-19,Kering,170.69471740722656
2025-05-26,Kering,169.7688446044922
2025-06-02,Kering,170.79318237304688
2025-06-09,Kering,169.98553466796875
2025-06-16,Kering,176.32870483398438
2025-06-23,Kering,181.4308319091797
2025-06-30,Kering,195.16127014160156
